C,tol,solver,oversampling_method,roc_auc
70.50402277568013,1e-05,newton-cholesky,ada,0.8868384341016516
28.213237621176308,0.0062130656247806225,newton-cg,ada,0.8813855683368518
50.52093013129148,0.029933360998733963,newton-cholesky,none,0.9043100516698104
84.004491859043,0.062081136284558455,liblinear,none,0.904557174042745
100.0,0.01831400152787337,liblinear,none,0.9045890853709743
45.1386573693032,0.00021532934894681957,saga,ada,0.8869810006464377
81.88393937534804,0.06179183723061507,liblinear,none,0.9045890068282025
51.54962660046029,0.07091491408562174,liblinear,none,0.9044544241828273
48.862108033094785,0.03032761652796554,newton-cholesky,ada,0.8852032288209538
0.001,0.07912467635149431,saga,ada,0.8332458536575765
17.673493805821042,0.0022097965622293303,liblinear,ada,0.8870802087442456
54.335904563063785,0.1,saga,ada,0.8837109398029858
100.0,0.011738830361678675,newton-cholesky,ada,0.8863074965930794
100.0,0.021331819205274567,liblinear,none,0.9045890853709743
10.570860884403535,0.08391294524139571,sag,none,0.9042006618068976
28.87434737584867,0.07031879221750308,saga,none,0.9043429114760242
8.053992093193612,0.06577654324674723,liblinear,ada,0.8809609427560776
0.001,0.06632726709638918,sag,ada,0.8334959926162843
66.89932805295356,0.0671020489508036,newton-cholesky,ada,0.8848970888715133
0.001,0.09225497727712387,liblinear,none,0.8960656331654512
69.94515235284136,0.06942751861338181,newton-cholesky,none,0.9043098230895241
69.8093086457697,0.06932145087212371,newton-cholesky,none,0.9043098230895241
69.77272632982425,0.06929508432072583,newton-cholesky,none,0.9043098302338618
69.75538567599536,0.06928482718433966,newton-cholesky,none,0.9043098302338618
69.73865051819465,0.06927431765012626,newton-cholesky,none,0.9043098302338618
69.73031325351296,0.06926992793037819,newton-cholesky,none,0.9043098302338618
69.72125567788085,0.06926539033849446,newton-cholesky,none,0.9043098302338618
69.71190340577597,0.06926054742087911,newton-cholesky,none,0.9043098302338618
69.70173973803696,0.06925555976441698,newton-cholesky,none,0.9043098302338618
69.69187067264184,0.06925068075274311,newton-cholesky,none,0.9043098373781996
69.69187242492335,0.06925117670754263,newton-cholesky,none,0.9043098373781996
69.67956464769433,0.06924417040695448,newton-cholesky,none,0.9043098373781996
69.67564353808645,0.06924354640566273,newton-cholesky,none,0.9043098373781996
81.06450666341743,0.07605774337790003,newton-cholesky,none,0.9043098730934681
69.71018312292111,0.06926426577431528,newton-cholesky,none,0.9043098302338618
69.69937199928856,0.06925871474976045,newton-cholesky,none,0.9043098373781996
69.68177479712529,0.06924919933470768,newton-cholesky,none,0.9043098373781996
69.68724853905913,0.06925305446516314,newton-cholesky,none,0.9043098373781996
81.20218448624415,0.07604412693230983,newton-cholesky,none,0.9043098730934681
69.66408011098173,0.06924103638615565,newton-cholesky,none,0.9043098373781996
69.68169388541442,0.06925151016936854,newton-cholesky,none,0.9043098373781996
69.65381389934419,0.06923701004538185,newton-cholesky,none,0.9043098373781996
78.88752190982692,0.07631331341552802,newton-cholesky,none,0.9043098445225374
78.87538008502705,0.07628107346675995,newton-cholesky,none,0.9043098445225374
69.53492591482221,0.06916513491299753,newton-cholesky,none,0.9043098516647351
69.49535746054666,0.06914217223311096,newton-cholesky,none,0.9043098516647351
69.49978738407107,0.0691467625308901,newton-cholesky,none,0.9043098516647351
69.48064343256365,0.0691366591390859,newton-cholesky,none,0.9043098516647351
69.46588715404093,0.06912939984762174,newton-cholesky,none,0.9043098516647351
69.45525532887511,0.06912518482829101,newton-cholesky,none,0.9043098516647351
69.45893234540462,0.06912734360574034,newton-cholesky,none,0.9043098516647351
69.44397908813026,0.06911986959643265,newton-cholesky,none,0.9043098445225374
69.4370680896128,0.06911624878194242,newton-cholesky,none,0.9043098445225374
69.41911806433063,0.0691059136793741,newton-cholesky,none,0.9043098445225374
81.31437651900208,0.07596466104490715,newton-cholesky,none,0.9043098730934681
69.39780763325983,0.06909560503723802,newton-cholesky,none,0.9043098445225374
69.38193510882492,0.06908673380429567,newton-cholesky,none,0.9043098373781996
